asd,co,Columna1,Columna2,Columna2
41253344,0,,,
41253345,0,,,
41253346,0,,,
41253347,0,,,
41253348,0,,,
41253349,0,,,
41253350,0,,,
41253351,0,,,
41253352,0,,,
41253353,0,,,
41253354,0,,,
41253355,0,,,
41253356,0,,,
41253357,0,,,
41253358,0,,,
41253359,0,,,
41253360,0,,,
41253361,0,,,
41253362,0,,,
41253363,0,,,
41253364,0,,,
41253365,0,,,
41253366,0,,,
41253367,0,,,
41253368,0,,,
41253369,0,,,
41253370,0,,,
41253371,0,,,
41253372,0,,,
41253373,0,,,
41253374,0,,,
41253375,0,,,
41253376,0,,,
41253377,0,,,
41253378,0,,,
41253379,0,,,
41253380,0,,,
41253381,0,,,
41253382,0,,,
41253383,0,,,
41253384,0,,,
41253385,0,,,
41253386,0,,,
41253387,0,,,
41253388,0,,,
41253389,0,,,
41253390,0,,,
41253391,0,,,
41253392,0,,,
41253393,0,,,
41253394,0,,,
41253395,0,,,
41253396,0,,,
41253397,0,,,
41253398,0,,,
41253399,0,,,
41253400,0,,,
41253401,0,,,
41253402,0,,,
41253403,0,,,
41253404,0,,,
41253405,0,,,
41253406,0,,,
41253407,0,,,
41253408,0,,,
41253409,0,,,
41253410,0,,,
41253411,0,,,
41253412,0,,,
41253413,0,,,
41253414,0,,,
41253415,0,,,
41253416,0,,,
41253417,0,,,
41253418,0,,,
41253419,0,,,
41253420,0,,,
41253421,0,,,
41253422,0,,,
41253423,0,,,
41253424,0,,,
41253425,0,,,
41253426,0,,,
41253427,0,,,
41253428,0,,,
41253429,0,,,
41253430,0,,,
41253431,0,,,
41253432,0,,,
41253433,0,,,
41253434,0,,,
41253435,0,,,
41253436,0,,,
41253437,0,,,
41253438,0,,,
41253439,0,,,
41253440,0,,,
41253441,0,,,
41253442,0,,,
41253443,0,,,
41253444,0,,,
41253445,0,,,
41253446,0,,,
41253447,0,,,
41253448,0,,,
41253449,0,,,
41253450,0,,,
41253451,0,,,
41253452,0,,,
41253453,0,,,
41253454,0,,,
41253455,0,,,
41253456,0,,,
41253457,0,,,
41253458,0,,,
41253459,0,,,
41253460,0,,,
41253461,0,,,
41253462,0,,,
41253463,0,,,
41253464,0,,,
41253465,0,,,
41253466,0,,,
41253467,0,,,
41253468,0,,,
41253469,0,,,
41253470,0,,,
41253471,0,,,
41253472,0,,,
41253473,0,,,
41253474,0,,,
41253475,0,,,
41253476,0,,,
41253477,0,,,
41253478,0,,,
41253479,0,,,
41253480,0,,,
41253481,0,,,
41253482,0,,,
41253483,0,,,
41253484,0,,,
41253485,0,,,
41253486,0,,,
41253487,0,,,
41253488,0,,,
41253489,0,,,
41253490,0,,,
41253491,0,,,
41253492,0,,,
41253493,0,,,
41253494,0,,,
41253495,0,,,
41253496,0,,,
41253497,0,,,
41253498,0,,,
41253499,0,,,
41253500,0,,,
41253501,0,,,
41253502,0,,,
41253503,0,,,
41253504,0,,,
41253505,0,,,
41253506,0,,,
41253507,0,,,
41253508,0,,,
41253509,0,,,
41253510,0,,,
41253511,0,,,
41253512,0,,,
41253513,0,,,
41253514,0,,,
41253515,0,,,
41253516,0,,,
41253517,0,,,
41253518,0,,,
41253519,0,,,
41253520,0,,,
41253521,0,,,
41253522,0,,,
41253523,0,,,
41253524,0,,,
41253525,0,,,
41253526,0,,,
41253527,0,,,
41253528,0,,,
41253529,0,,,
41253530,0,,,
41253531,0,,,
41253532,0,,,
41253533,0,,,
41253534,0,,,
41253535,0,,,
41253536,0,,,
41253537,0,,,
41253538,0,,,
41253539,0,,,
41253540,0,,,
41253541,0,,,
41253542,0,,,
41253543,0,,,
41253544,0,,,
41253545,0,,,
41253546,0,,,
41253547,0,,,
41253548,0,,,
41253549,0,,,
41253550,0,,,
41253551,0,,,
41253552,0,,,
41253553,0,,,
41253554,0,,,
41253555,0,,,
41253556,0,,,
41253557,0,,,
41253558,0,,,
41253559,0,,,
41253560,0,,,
41253561,0,,,
41253562,0,,,
41253563,0,,,
41253564,0,,,
41253565,0,,,
41253566,0,,,
41253567,0,,,
41253568,0,,,
41253569,0,,,
41253570,0,,,
41253571,0,,,
41253572,0,,,
41253573,0,,,
41253574,0,,,
41253575,0,,,
41253576,0,,,
41253577,0,,,
41253578,0,,,
41253579,0,,,
41253580,0,,,
41253581,0,,,
41253582,0,,,
41253583,0,,,
41253584,0,,,
41253585,0,,,
41253586,0,,,
41253587,0,,,
41253588,0,,,
41253589,0,,,
41253590,0,,,
41253591,0,,,
41253592,0,,,
41253593,0,,,
41253594,0,,,
41253595,0,,,
41253596,0,,,
41253597,0,,,
41253598,0,,,
41253599,0,,,
41253600,0,,,
41253601,0,,,
41253602,0,,,
41253603,0,,,
41253604,0,,,
41253605,0,,,
41253606,0,,,
41253607,0,,,
41253608,0,,,
41253609,0,,,
41253610,0,,,
41253611,0,,,
41253612,0,,,
41253613,0,,,
41253614,0,,,
41253615,0,,,
41253616,0,,,
41253617,0,,,
41253618,0,,,
41253619,0,,,
41253620,0,,,
41253621,0,,,
41253622,0,,,
41253623,0,,,
41253624,0,,,
41253625,0,,,
41253626,0,,,
41253627,0,,,
41253628,0,,,
41253629,0,,,
41253630,0,,,
41253631,0,,,
41253632,0,,,
41253633,0,,,
41253634,0,,,
41253635,0,,,
41253636,0,,,
41253637,0,,,
41253638,0,,,
41253639,0,,,
41253640,0,,,
41253641,0,,,
41253642,0,,,
41253643,0,,,
41253644,0,,,
41253645,0,,,
41253646,0,,,
41253647,0,,,
41253648,0,,,
41253649,0,,,
41253650,0,,,
41253651,0,,,
41253652,0,,,
41253653,0,,,
41253654,0,,,
41253655,0,,,
41253656,0,,,
41253657,0,,,
41253658,0,,,
41253659,0,,,
41253660,0,,,
41253661,0,,,
41253662,0,,,
41253663,0,,,
41253664,0,,,
41253665,0,,,
41253666,0,,,
41253667,0,,,
41253668,0,,,
41253669,0,,,
41253670,0,,,
41253671,0,,,
41253672,0,,,
41253673,0,,,
41253674,0,,,
41253675,0,,,
41253676,0,,,
41253677,0,,,
41253678,0,,,
41253679,0,,,
41253680,0,,,
41253681,0,,,
41253682,0,,,
41253683,0,,,
41253684,0,,,
41253685,0,,,
41253686,0,,,
41253687,0,,,
41253688,0,,,
41253689,0,,,
41253690,0,,,
41253691,0,,,
41253692,0,,,
41253693,0,,,
41253694,0,,,
41253695,0,,,
41253696,0,,,
41253697,0,,,
41253698,0,,,
41253699,0,,,
41253700,0,,,
41253701,0,,,
41253702,0,,,
41253703,0,,,
41253704,0,,,
41253705,0,,,
41253706,0,,,
41253707,0,,,
41253708,0,,,
41253709,0,,,
41253710,0,,,
41253711,0,,,
41253712,0,,,
41253713,0,,,
41253714,0,,,
41253715,0,,,
41253716,0,,,
41253717,0,,,
41253718,0,,,
41253719,0,,,
41253720,0,,,
41253721,0,,,
41253722,0,,,
41253723,0,,,
41253724,0,,,
41253725,0,,,
41253726,0,,,
41253727,0,,,
41253728,0,,,
41253729,0,,,
41253730,0,,,
41253731,0,,,
41253732,0,,,
41253733,0,,,
41253734,0,,,
41253735,0,,,
41253736,0,,,
41253737,0,,,
41253738,0,,,
41253739,0,,,
41253740,0,,,
41253741,0,,,
41253742,0,,,
41253743,0,,,
41253744,0,,,
41253745,0,,,
41253746,0,,,
41253747,0,,,
41253748,0,,,
41253749,0,,,
41253750,0,,,
41253751,0,,,
41253752,0,,,
41253753,0,,,
41253754,0,,,
41253755,0,,,
41253756,0,,,
41253757,0,,,
41253758,0,,,
41253759,0,,,
41253760,0,,,
41253761,0,,,
41253762,0,,,
41253763,0,,,
41253764,0,,,
41253765,0,,,
41253766,0,,,
41253767,0,,,
41253768,0,,,
41253769,0,,,
41253770,0,,,
41253771,0,,,
41253772,0,,,
41253773,0,,,
41253774,0,,,
41253775,0,,,
41253776,0,,,
41253777,0,,,
41253778,0,,,
41253779,0,,,
41253780,0,,,
41253781,0,,,
41253782,0,,,
41253783,0,,,
41253784,0,,,
41253785,0,,,
41253786,0,,,
41253787,0,,,
41253788,0,,,
41253789,0,,,
41253790,0,,,
41253791,0,,,
41253792,0,,,
41253793,0,,,
41253794,0,,,
41253795,0,,,
41253796,0,,,
41253797,0,,,
41253798,0,,,
41253799,0,,,
41253800,0,,,
41253801,0,,,
41253802,0,,,
41253803,0,,,
41253804,0,,,
41253805,0,,,
41253806,0,,,
41253807,0,,,
41253808,0,,,
41253809,0,,,
41253810,0,,,
41253811,0,,,
41253812,0,,,
41253813,0,,,
41253814,0,,,
41253815,0,,,
41253816,0,,,
41253817,0,,,
41253818,0,,,
41253819,0,,,
41253820,0,,,
41253821,0,,,
41253822,0,,,
41253823,0,,,
41253824,0,,,
41253825,0,,,
41253826,0,,,
41253827,0,,,
41253828,0,,,
41253829,0,,,
41253830,0,,,
41253831,0,,,
41253832,0,,,
41253833,0,,,
41253834,0,,,
41253835,0,,,
41253836,0,,,
41253837,0,,,
41253838,0,,,
41253839,0,,,
41253840,0,,,
41253841,0,,,
41253842,0,,,
41253843,0,,,
41253844,0,,,
41253845,0,,,
41253846,0,,,
41253847,0,,,
41253848,0,,,
41253849,0,,,
41253850,0,,,
41253851,0,,,
41253852,0,,,
41253853,0,,,
41253854,0,,,
41253855,0,,,
41253856,0,,,
41253857,0,,,
41253858,0,,,
41253859,0,,,
41253860,0,,,
41253861,0,,,
41253862,0,,,
41253863,0,,,
41253864,0,,,
41253865,0,,,
41253866,0,,,
41253867,0,,,
41253868,0,,,
41253869,0,,,
41253870,0,,,
41253871,0,,,
41253872,0,,,
41253873,0,,,
41253874,0,,,
41253875,0,,,
41253876,0,,,
41253877,0,,,
41253878,0,,,
41253879,0,,,
41253880,0,,,
41253881,0,,,
41253882,0,,,
41253883,0,,,
41253884,0,,,
41253885,0,,,
41253886,0,,,
41253887,0,,,
41253888,0,,,
41253889,0,,,
41253890,0,,,
41253891,0,,,
41253892,0,,,
41253893,0,,,
41253894,0,,,
41253895,0,,,
41253896,0,,,
41253897,0,,,
41253898,0,,,
41253899,0,,,
41253900,0,,,
41253901,0,,,
41253902,0,,,
41253903,0,,,
41253904,0,,,
41253905,0,,,
41253906,0,,,
41253907,0,,,
41253908,0,,,
41253909,0,,,
41253910,0,,,
41253911,0,,,
41253912,0,,,
41253913,0,,,
41253914,0,,,
41253915,0,,,
41253916,0,,,
41253917,0,,,
41253918,0,,,
41253919,0,,,
41253920,0,,,
41253921,0,,,
41253922,0,,,
41253923,0,,,
41253924,0,,,
41253925,0,,,
41253926,0,,,
41253927,0,,,
41253928,0,,,
41253929,0,,,
41253930,0,,,
41253931,0,,,
41253932,0,,,
41253933,0,,,
41253934,0,,,
41253935,0,,,
41253936,0,,,
41253937,0,,,
41253938,0,,,
41253939,0,,,
41253940,0,,,
41253941,0,,,
41253942,0,,,
41253943,0,,,
41253944,0,,,
41253945,0,,,
41253946,0,,,
41253947,0,,,
41253948,0,,,
41253949,0,,,
41253950,0,,,
41253951,0,,,
41253952,0,,,
41253953,0,,,
41253954,0,,,
41253955,0,,,
41253956,0,,,
41253957,0,,,
41253958,0,,,
41253959,0,,,
41253960,0,,,
41253961,0,,,
41253962,0,,,
41253963,0,,,
41253964,0,,,
41253965,0,,,
41253966,0,,,
41253967,0,,,
41253968,0,,,
41253969,0,,,
41253970,0,,,
41253971,0,,,
41253972,0,,,
41253973,0,,,
41253974,0,,,
41253975,0,,,
41253976,0,,,
41253977,0,,,
41253978,0,,,
41253979,0,,,
41253980,0,,,
41253981,0,,,
41253982,0,,,
41253983,0,,,
41253984,0,,,
41253985,0,,,
41253986,0,,,
41253987,0,,,
41253988,0,,,
41253989,0,,,
41253990,0,,,
41253991,0,,,
41253992,0,,,
41253993,0,,,
41253994,0,,,
41253995,0,,,
41253996,0,,,
41253997,0,,,
41253998,0,,,
41253999,0,,,
41254000,0,,,
41254001,0,,,
41254002,0,,,
41254003,0,,,
41254004,0,,,
41254005,0,,,
41254006,0,,,
41254007,0,,,
41254008,0,,,
41254009,0,,,
41254010,0,,,
41254011,0,,,
41254012,0,,,
41254013,0,,,
41254014,0,,,
41254015,0,,,
41254016,0,,,
41254017,0,,,
41254018,0,,,
41254019,0,,,
41254020,0,,,
41254021,0,,,
41254022,0,,,
41254023,0,,,
41254024,0,,,
41254025,0,,,
41254026,0,,,
41254027,0,,,
41254028,0,,,
41254029,0,,,
41254030,0,,,
41254031,0,,,
41254032,0,,,
41254033,0,,,
41254034,0,,,
41254035,0,,,
41254036,0,,,
41254037,0,,,
41254038,0,,,
41254039,0,,,
41254040,0,,,
41254041,0,,,
41254042,0,,,
41254043,0,,,
41254044,0,,,
41254045,0,,,
41254046,0,,,
41254047,0,,,
41254048,0,,,
41254049,0,,,
41254050,0,,,
41254051,0,,,
41254052,0,,,
41254053,0,,,
41254054,0,,,
41254055,0,,,
41254056,0,,,
41254057,0,,,
41254058,0,,,
41254059,0,,,
41254060,0,,,
41254061,0,,,
41254062,0,,,
41254063,0,,,
41254064,0,,,
41254065,0,,,
41254066,0,,,
41254067,0,,,
41254068,0,,,
41254069,0,,,
41254070,0,,,
41254071,0,,,
41254072,0,,,
41254073,0,,,
41254074,0,,,
41254075,0,,,
41254076,0,,,
41254077,0,,,
41254078,0,,,
41254079,0,,,
41254080,0,,,
41254081,0,,,
41254082,0,,,
41254083,0,,,
41254084,0,,,
41254085,0,,,
41254086,0,,,
41254087,0,,,
41254088,0,,,
41254089,0,,,
41254090,0,,,
41254091,0,,,
41254092,0,,,
41254093,0,,,
41254094,0,,,
41254095,0,,,
41254096,0,,,
41254097,0,,,
41254098,0,,,
41254099,0,,,
41254100,0,,,
41254101,0,,,
41254102,0,,,
41254103,0,,,
41254104,0,,,
41254105,0,,,
41254106,0,,,
41254107,0,,,
41254108,0,,,
41254109,0,,,
41254110,0,,,
41254111,0,,,
41254112,0,,,
41254113,0,,,
41254114,0,,,
41254115,0,,,
41254116,0,,,
41254117,0,,,
41254118,0,,,
41254119,0,,,
41254120,0,,,
41254121,0,,,
41254122,0,,,
41254123,0,,,
41254124,0,,,
41254125,0,,,
41254126,0,,,
41254127,0,,,
41254128,0,,,
41254129,0,,,
41254130,0,,,
41254131,0,,,
41254132,0,,,
41254133,0,,,
41254134,0,,,
41254135,0,,,
41254136,0,,,
41254137,0,,,
41254138,0,,,
41254139,0,,,
41254140,0,,,
41254141,0,,,
41254142,0,,,
41254143,0,,,
41254144,0,,,
41254145,0,,,
41254146,0,,,
41254147,0,,,
41254148,0,,,
41254149,0,,,
41254150,0,,,
41254151,0,,,
41254152,0,,,
41254153,0,,,
41254154,0,,,
41254155,0,,,
41254156,0,,,
41254157,0,,,
41254158,0,,,
41254159,0,,,
41254160,0,,,
41254161,0,,,
41254162,0,,,
41254163,0,,,
41254164,0,,,
41254165,0,,,
41254166,0,,,
41254167,0,,,
41254168,0,,,
41254169,0,,,
41254170,0,,,
41254171,0,,,
41254172,0,,,
41254173,0,,,
41254174,0,,,
41254175,0,,,
41254176,0,,,
41254177,0,,,
41254178,0,,,
41254179,0,,,
41254180,0,,,
41254181,0,,,
41254182,0,,,
41254183,0,,,
41254184,0,,,
41254185,0,,,
41254186,0,,,
41254187,0,,,
41254188,0,,,
41254189,0,,,
41254190,0,,,
41254191,0,,,
41254192,0,,,
41254193,0,,,
41254194,0,,,
41254195,0,,,
41254196,0,,,
41254197,0,,,
41254198,0,,,
41254199,0,,,
41254200,0,,,
41254201,0,,,
41254202,0,,,
41254203,0,,,
41254204,0,,,
41254205,0,,,
41254206,0,,,
41254207,0,,,
41254208,0,,,
41254209,0,,,
41254210,0,,,
41254211,0,,,
41254212,0,,,
41254213,0,,,
41254214,0,,,
41254215,0,,,
41254216,0,,,
41254217,0,,,
41254218,0,,,
41254219,0,,,
41254220,0,,,
41254221,0,,,
41254222,0,,,
41254223,0,,,
41254224,0,,,
41254225,0,,,
41254226,0,,,
41254227,0,,,
41254228,0,,,
41254229,0,,,
41254230,0,,,
41254231,0,,,
41254232,0,,,
41254233,0,,,
41254234,0,,,
41254235,0,,,
41254236,0,,,
41254237,0,,,
41254238,0,,,
41254239,0,,,
41254240,0,,,
41254241,0,,,
41254242,0,,,
41254243,0,,,
41254244,0,,,
41254245,0,,,
41254246,0,,,
41254247,0,,,
41254248,0,,,
41254249,0,,,
41254250,0,,,
41254251,0,,,
41254252,0,,,
41254253,0,,,
41254254,0,,,
41254255,0,,,
41254256,0,,,
41254257,0,,,
41254258,0,,,
41254259,0,,,
41254260,0,,,
41254261,0,,,
41254262,0,,,
41254263,0,,,
41254264,0,,,
41254265,0,,,
41254266,0,,,
41254267,0,,,
41254268,0,,,
41254269,0,,,
41254270,0,,,
41254271,0,,,
41254272,0,,,
41254273,0,,,
41254274,0,,,
41254275,0,,,
41254276,0,,,
41254277,0,,,
41254278,0,,,
41254279,0,,,
41254280,0,,,
41254281,0,,,
41254282,0,,,
41254283,0,,,
41254284,0,,,
41254285,0,,,
41254286,0,,,
41254287,0,,,
41254288,0,,,
41254289,0,,,
41254290,0,,,
41254291,0,,,
41254292,0,,,
41254293,0,,,
41254294,0,,,
41254295,0,,,
41254296,0,,,
41254297,0,,,
41254298,0,,,
41254299,0,,,
41254300,0,,,
41254301,0,,,
41254302,0,,,
41254303,0,,,
41254304,0,,,
41254305,0,,,
41254306,0,,,
41254307,0,,,
41254308,0,,,
41254309,0,,,
41254310,0,,,
41254311,0,,,
41254312,0,,,
41254313,0,,,
41254314,0,,,
41254315,0,,,
41254316,0,,,
41254317,0,,,
41254318,0,,,
41254319,0,,,
41254320,0,,,
41254321,0,,,
41254322,0,,,
41254323,0,,,
41254324,0,,,
41254325,0,,,
41254326,0,,,
41254327,0,,,
41254328,0,,,
41254329,0,,,
41254330,0,,,
41254331,0,,,
41254332,0,,,
41254333,0,,,
41254334,0,,,
41254335,0,,,
41254336,0,,,
41254337,0,,,
41254338,0,,,
41254339,0,,,
41254340,0,,,
41254341,0,,,
41254342,0,,,
41254343,0,,,
41254344,0,,,
41254345,0,,,
41254346,0,,,
41254347,0,,,
41254348,0,,,
41254349,0,,,
41254350,0,,,
41254351,0,,,
41254352,0,,,
41254353,0,,,
41254354,0,,,
41254355,0,,,
41254356,0,,,
41254357,0,,,
41254358,0,,,
41254359,0,,,
41254360,0,,,
41254361,0,,,
41254362,0,,,
41254363,0,,,
41254364,0,,,
41254365,0,,,
41254366,0,,,
41254367,0,,,
41254368,0,,,
41254369,0,,,
41254370,0,,,
41254371,0,,,
41254372,0,,,
41254373,0,,,
41254374,0,,,
41254375,0,,,
41254376,0,,,
41254377,0,,,
41254378,0,,,
41254379,0,,,
41254380,0,,,
41254381,0,,,
41254382,0,,,
41254383,0,,,
41254384,0,,,
41254385,0,,,
41254386,0,,,
41254387,0,,,
41254388,0,,,
41254389,0,,,
41254390,0,,,
41254391,0,,,
41254392,0,,,
41254393,0,,,
41254394,0,,,
41254395,0,,,
41254396,0,,,
41254397,0,,,
41254398,0,,,
41254399,0,,,
41254400,0,,,
41254401,0,,,
41254402,0,,,
41254403,0,,,
41254404,0,,,
41254405,0,,,
41254406,0,,,
41254407,0,,,
41254408,0,,,
41254409,0,,,
41254410,0,,,
41254411,0,,,
41254412,0,,,
41254413,0,,,
41254414,0,,,
41254415,0,,,
41254416,0,,,
41254417,0,,,
41254418,0,,,
41254419,0,,,
41254420,0,,,
41254421,0,,,
41254422,0,,,
41254423,0,,,
41254424,0,,,
41254425,0,,,
41254426,0,,,
41254427,0,,,
41254428,0,,,
41254429,0,,,
41254430,0,,,
41254431,0,,,
41254432,0,,,
41254433,0,,,
41254434,0,,,
41254435,0,,,
41254436,0,,,
41254437,0,,,
41254438,0,,,
41254439,0,,,
41254440,0,,,
41254441,0,,,
41254442,0,,,
41254443,0,,,
41254444,0,,,
41254445,0,,,
41254446,0,,,
41254447,0,,,
41254448,0,,,
41254449,0,,,
41254450,0,,,
41254451,0,,,
41254452,0,,,
41254453,0,,,
41254454,0,,,
41254455,0,,,
41254456,0,,,
41254457,0,,,
41254458,0,,,
41254459,0,,,
41254460,0,,,
41254461,0,,,
41254462,0,,,
41254463,0,,,
41254464,0,,,
41254465,0,,,
41254466,0,,,
41254467,0,,,
41254468,0,,,
41254469,0,,,
41254470,0,,,
41254471,0,,,
41254472,0,,,
41254473,0,,,
41254474,0,,,
41254475,0,,,
41254476,0,,,
41254477,0,,,
41254478,0,,,
41254479,0,,,
41254480,0,,,
41254481,0,,,
41254482,0,,,
41254483,0,,,
41254484,0,,,
41254485,0,,,
41254486,0,,,
41254487,0,,,
41254488,0,,,
41254489,0,,,
41254490,0,,,
41254491,0,,,
41254492,0,,,
41254493,0,,,
41254494,0,,,
41254495,0,,,
41254496,0,,,
41254497,0,,,
41254498,0,,,
41254499,0,,,
41254500,0,,,
41254501,0,,,
41254502,0,,,
41254503,0,,,
41254504,0,,,
41254505,0,,,
41254506,0,,,
41254507,0,,,
41254508,0,,,
41254509,0,,,
41254510,0,,,
41254511,0,,,
41254512,0,,,
41254513,0,,,
41254514,0,,,
41254515,0,,,
41254516,0,,,
41254517,0,,,
41254518,0,,,
41254519,0,,,
41254520,0,,,
41254521,0,,,
41254522,0,,,
41254523,0,,,
41254524,0,,,
41254525,0,,,
41254526,0,,,
41254527,0,,,
41254528,0,,,
41254529,0,,,
41254530,0,,,
41254531,0,,,
41254532,0,,,
41254533,0,,,
41254534,0,,,
41254535,0,,,
41254536,0,,,
41254537,0,,,
41254538,0,,,
41254539,0,,,
41254540,0,,,
41254541,0,,,
41254542,0,,,
41254543,0,,,
41254544,0,,,
41254545,0,,,
41254546,0,,,
41254547,0,,,
41254548,0,,,
41254549,0,,,
41254550,0,,,
41254551,0,,,
41254552,0,,,
41254553,0,,,
41254554,0,,,
41254555,0,,,
41254556,0,,,
41254557,0,,,
41254558,0,,,
41254559,0,,,
41254560,0,,,
41254561,0,,,
41254562,0,,,
41254563,0,,,
41254564,0,,,
41254565,0,,,
41254566,0,,,
41254567,0,,,
41254568,0,,,
41254569,0,,,
41254570,0,,,
41254571,0,,,
41254572,0,,,
41254573,0,,,
41254574,0,,,
41254575,0,,,
41254576,0,,,
41254577,0,,,
41254578,0,,,
41254579,0,,,
41254580,0,,,
41254581,0,,,
41254582,0,,,
41254583,0,,,
41254584,0,,,
41254585,0,,,
41254586,0,,,
41254587,0,,,
41254588,0,,,
41254589,0,,,
41254590,0,,,
41254591,0,,,
41254592,0,,,
41254593,0,,,
41254594,0,,,
41254595,0,,,
41254596,0,,,
41254597,0,,,
41254598,0,,,
41254599,0,,,
41254600,0,,,
41254601,0,,,
41254602,0,,,
41254603,0,,,
41254604,0,,,
41254605,0,,,
41254606,0,,,
41254607,0,,,
41254608,0,,,
41254609,0,,,
41254610,0,,,
41254611,0,,,
41254612,0,,,
41254613,0,,,
41254614,0,,,
41254615,0,,,
41254616,0,,,
41254617,0,,,
41254618,0,,,
41254619,0,,,
41254620,0,,,
41254621,0,,,
41254622,0,,,
41254623,0,,,
41254624,0,,,
41254625,0,,,
41254626,0,,,
41254627,0,,,
41254628,0,,,
41254629,0,,,
41254630,0,,,
41254631,0,,,
41254632,0,,,
41254633,0,,,
41254634,0,,,
41254635,0,,,
41254636,0,,,
41254637,0,,,
41254638,0,,,
41254639,0,,,
41254640,0,,,
41254641,0,,,
41254642,0,,,
41254643,0,,,
41254644,0,,,
41254645,0,,,
41254646,0,,,
41254647,0,,,
41254648,0,,,
41254649,0,,,
41254650,0,,,
41254651,0,,,
41254652,0,,,
41254653,0,,,
41254654,0,,,
41254655,0,,,
41254656,0,,,
41254657,0,,,
41254658,0,,,
41254659,0,,,
41254660,0,,,
41254661,0,,,
41254662,0,,,
41254663,0,,,
41254664,0,,,
41254665,0,,,
41254666,0,,,
41254667,0,,,
41254668,0,,,
41254669,0,,,
41254670,0,,,
41254671,0,,,
41254672,0,,,
41254673,0,,,
41254674,0,,,
41254675,0,,,
41254676,0,,,
41254677,0,,,
41254678,0,,,
41254679,0,,,
41254680,0,,,
41254681,0,,,
41254682,0,,,
41254683,0,,,
41254684,0,,,
41254685,0,,,
41254686,0,,,
41254687,0,,,
41254688,0,,,
41254689,0,,,
41254690,0,,,
41254691,0,,,
41254692,0,,,
41254693,0,,,
41254694,0,,,
41254695,0,,,
41254696,0,,,
41254697,0,,,
41254698,0,,,
41254699,0,,,
41254700,0,,,
41254701,0,,,
41254702,0,,,
41254703,0,,,
41254704,0,,,
41254705,0,,,
41254706,0,,,
41254707,0,,,
41254708,0,,,
41254709,0,,,
41254710,0,,,
41254711,0,,,
41254712,0,,,
41254713,0,,,
41254714,0,,,
41254715,0,,,
41254716,0,,,
41254717,0,,,
41254718,0,,,
41254719,0,,,
41254720,0,,,
41254721,0,,,
41254722,0,,,
41254723,0,,,
41254724,0,,,
41254725,0,,,
41254726,0,,,
41254727,0,,,
41254728,0,,,
41254729,0,,,
41254730,0,,,
41254731,0,,,
41254732,0,,,
41254733,0,,,
41254734,0,,,
41254735,0,,,
41254736,0,,,
41254737,0,,,
41254738,0,,,
41254739,0,,,
41254740,0,,,
41254741,0,,,
41254742,0,,,
41254743,0,,,
41254744,0,,,
41254745,0,,,
41254746,0,,,
41254747,0,,,
41254748,0,,,
41254749,0,,,
41254750,0,,,
41254751,0,,,
41254752,0,,,
41254753,0,,,
41254754,0,,,
41254755,0,,,
41254756,0,,,
41254757,0,,,
41254758,0,,,
41254759,0,,,
41254760,0,,,
41254761,0,,,
41254762,0,,,
41254763,0,,,
41254764,0,,,
41254765,0,,,
41254766,0,,,
41254767,0,,,
41254768,0,,,
41254769,0,,,
41254770,0,,,
41254771,0,,,
41254772,0,,,
41254773,0,,,
41254774,0,,,
41254775,0,,,
41254776,0,,,
41254777,0,,,
41254778,0,,,
41254779,0,,,
41254780,0,,,
41254781,0,,,
41254782,0,,,
41254783,0,,,
41254784,0,,,
41254785,0,,,
41254786,0,,,
41254787,0,,,
41254788,0,,,
41254789,0,,,
41254790,0,,,
41254791,0,,,
41254792,0,,,
41254793,0,,,
41254794,0,,,
41254795,0,,,
41254796,0,,,
41254797,0,,,
41254798,0,,,
41254799,0,,,
41254800,0,,,
41254801,0,,,
41254802,0,,,
41254803,0,,,
41254804,0,,,
41254805,0,,,
41254806,0,,,
41254807,0,,,
41254808,0,,,
41254809,0,,,
41254810,0,,,
41254811,0,,,
41254812,0,,,
41254813,0,,,
41254814,0,,,
41254815,0,,,
41254816,0,,,
41254817,0,,,
41254818,0,,,
41254819,0,,,
41254820,0,,,
41254821,0,,,
41254822,0,,,
41254823,0,,,
41254824,0,,,
41254825,0,,,
41254826,0,,,
41254827,0,,,
41254828,0,,,
41254829,0,,,
41254830,0,,,
41254831,0,,,
41254832,0,,,
41254833,0,,,
41254834,0,,,
41254835,0,,,
41254836,0,,,
41254837,0,,,
41254838,0,,,
41254839,0,,,
41254840,0,,,
41254841,0,,,
41254842,0,,,
41254843,0,,,
41254844,0,,,
41254845,0,,,
41254846,0,,,
41254847,0,,,
41254848,0,,,
41254849,0,,,
41254850,0,,,
41254851,0,,,
41254852,0,,,
41254853,0,,,
41254854,0,,,
41254855,0,,,
41254856,0,,,
41254857,0,,,
41254858,0,,,
41254859,0,,,
41254860,0,,,
41254861,0,,,
41254862,0,,,
41254863,0,,,
41254864,0,,,
41254865,0,,,
41254866,0,,,
41254867,0,,,
41254868,0,,,
41254869,0,,,
41254870,0,,,
41254871,0,,,
41254872,0,,,
41254873,0,,,
41254874,0,,,
41254875,0,,,
41254876,0,,,
41254877,0,,,
41254878,0,,,
41254879,0,,,
41254880,0,,,
41254881,0,,,
41254882,0,,,
41254883,0,,,
41254884,0,,,
41254885,0,,,
41254886,0,,,
41254887,0,,,
41254888,0,,,
41254889,0,,,
41254890,0,,,
41254891,0,,,
41254892,0,,,
41254893,0,,,
41254894,0,,,
41254895,0,,,
41254896,0,,,
